roll black pink score height start
1153 4 2 5 1 0
1154 2 1 0 1 0
1155 4 1 5 1 0
1156 1 4 5 1 0
1157 2 4 5 1 0
1158 1 2 0 1 0
1159 4 4 20 1 0
1160 4 4 20 1 0
1161 1 1 1 1 0
1162 2 1 0 1 0
1163 1 1 1 1 0
1164 2 2 1 1 0
1165 1 4 5 1 0
1166 3 4 10 1 0
1167 2 1 0 1 0
1168 1 3 5 1 0
1169 1 2 0 1 0
1170 2 4 5 1 0
1171 2 3 5 1 0
1172 1 4 5 1 0
1173 4 1 5 1 0
1174 1 1 1 1 0
1175 4 4 20 1 0
1176 1 1 1 1 0
1177 2 1 0 1 0
1178 1 1 1 1 0
1179 1 2 0 1 0
1180 1 4 5 1 0
1181 1 2 0 1 0
1182 4 3 10 1 0
1183 4 2 5 1 0
1184 2 5 10 1 0
1185 4 2 5 1 0
1186 1 1 1 1 0
1187 2 1 0 1 0
1188 1 4 5 1 0
1189 4 3 10 1 0
1190 1 4 5 1 0
1191 1 4 5 1 0
1192 2 1 0 1 0
1193 4 1 5 1 0
1194 2 2 1 1 0
1195 1 2 0 1 0
1196 4 4 20 1 0
1197 2 4 5 1 0
1198 4 1 5 1 0
1199 1 1 1 1 0
1200 2 1 0 1 0
1201 2 2 1 1 0
1202 1 2 0 1 0
1203 3 1 5 1 0
1204 2 4 5 1 0
1205 2 4 5 1 0
1206 2 1 0 1 0
1207 4 4 20 1 0
1208 2 2 1 1 0
1209 1 2 0 1 0
1210 1 1 1 1 0
1211 1 1 1 1 0
1212 1 1 1 1 0
1213 2 1 0 1 0
1214 4 2 5 1 0
1215 4 1 5 1 0
1216 2 1 0 1 0
1217 1 2 0 1 0
1218 1 2 0 1 0
1219 2 1 0 1 0
1220 2 2 1 1 0
1221 2 1 0 1 0
1222 3 2 5 1 0
1223 4 2 5 1 0
1224 1 3 5 1 0
1225 2 3 5 1 0
1226 1 2 0 1 0
1227 2 2 1 1 0
1228 1 1 1 1 0
1229 2 1 0 1 0
1230 2 4 5 1 0
1231 2 2 1 1 0
1232 2 2 1 1 0
1233 2 1 0 1 0
1234 1 1 1 1 0
1235 4 1 5 1 0
1236 3 2 5 1 0
1237 3 1 5 1 0
1238 2 4 5 1 0
1239 5 2 10 1 0
1240 1 1 1 1 0
1241 2 4 5 1 0
1242 3 2 5 1 0
1243 1 1 1 1 0
1244 1 3 5 1 0
1245 4 1 5 1 0
1246 4 1 5 1 0
1247 2 2 1 1 0
1248 2 4 5 1 0
1249 1 1 1 1 0
1250 2 4 5 1 0
1251 2 4 5 1 0
1252 2 1 0 1 0
1253 2 1 0 1 0
1254 1 1 1 1 0
1255 4 3 10 1 0
1256 3 4 10 1 0
1257 2 2 1 1 0
1258 2 4 5 1 0
1259 1 1 1 1 0
1260 2 4 5 1 0
1261 4 1 5 1 0
1262 1 4 5 1 0
1263 3 1 5 1 0
1264 1 2 0 1 0
1265 2 4 5 1 0
1266 4 1 5 1 0
1267 1 2 0 1 0
1268 2 2 1 1 0
1269 3 3 20 1 0
1270 1 2 0 1 0
1271 4 3 10 1 0
1272 1 1 1 1 0
1273 4 1 5 1 0
1274 2 2 1 1 0
1275 1 2 0 1 0
1276 1 2 0 1 0
1277 4 4 20 1 0
1278 2 2 1 1 0
1279 3 4 10 1 0
1280 2 3 5 1 0
1281 2 3 5 1 0
1282 2 4 5 1 0
1283 2 1 0 1 0
1284 3 3 20 1 0
1285 4 2 5 1 0
1286 1 2 0 1 0
1287 1 2 0 1 0
1288 4 4 20 1 0
1289 2 2 1 1 0
1290 1 2 0 1 0
1291 1 1 1 1 0
1292 1 2 0 1 0
1293 1 2 0 1 0
1294 2 1 0 1 0
1295 1 4 5 1 0
1296 2 3 5 1 0
1297 2 4 5 1 0
1298 4 1 5 1 0
1299 1 2 0 1 0
1300 1 1 1 1 0
1301 4 1 5 1 0
1302 2 3 5 1 0
1303 1 4 5 1 0
1304 3 2 5 1 0
1305 1 4 5 1 0
1306 1 5 10 1 0
1307 2 4 5 1 0
1308 1 4 5 1 0
1309 1 4 5 1 0
1310 4 4 20 1 0
1311 1 2 0 1 0
1312 2 2 1 1 0
1313 3 1 5 1 0
1314 4 1 5 1 0
1315 3 1 5 1 0
1316 4 4 20 1 0
1317 4 4 20 1 0
1318 2 2 1 1 0
1319 3 2 5 1 0
1320 7 7 -1 1 0
1321 4 1 5 1 0
1322 4 3 10 1 0
1323 1 4 5 1 0
1324 1 2 0 1 0
1325 4 4 20 1 0
1326 1 1 1 1 0
1327 1 2 0 1 0
1328 3 4 10 1 0
1329 4 5 15 1 0
1330 3 1 5 1 0
1331 1 2 0 1 0
1332 1 2 0 1 0
1333 2 1 0 1 0
1334 2 2 1 1 0
1335 4 2 5 1 0
1336 1 1 1 1 0
1337 2 1 0 1 0
1338 1 1 1 1 0
1339 2 1 0 1 0
1340 4 2 5 1 0
1341 2 1 0 1 0
1342 2 2 1 1 0
1343 4 2 5 1 0
1344 2 4 5 1 0
1345 2 2 1 1 0
1346 1 4 5 1 0
1347 1 1 1 1 0
1348 2 4 5 1 0
1349 2 5 10 1 0
1350 2 1 0 1 0
1351 2 1 0 1 0
1352 2 1 0 1 0
1353 2 2 1 1 0
1354 1 1 1 1 0
1355 4 4 20 1 0
1356 2 4 5 1 0
1357 2 2 1 1 0
1358 4 2 5 1 0
1359 2 4 5 1 0
1360 2 2 1 1 0
1361 1 1 1 1 0
1362 1 2 0 1 0
1363 2 2 1 1 0
1364 1 1 1 1 0
1365 2 2 1 1 0
1366 4 5 15 1 0
1367 1 2 0 1 0
1368 1 2 0 1 0
1369 2 3 5 1 0
1370 2 2 1 1 0
1371 1 2 0 1 0
1372 4 1 5 1 0
1373 4 1 5 1 0
1374 1 4 5 1 0
1375 1 3 5 1 0
1376 2 2 1 1 0
1377 1 4 5 1 0
1378 1 2 0 1 0
1379 4 3 10 1 0
1380 1 4 5 1 0
1381 4 2 5 1 0
1382 2 3 5 1 0
1383 1 2 0 1 0
1384 2 5 10 1 0
1385 2 2 1 1 0
1386 3 1 5 1 0
1387 4 2 5 1 0
1388 2 2 1 1 0
1389 1 5 10 1 0
1390 4 5 15 1 0
1391 4 1 5 1 0
1392 3 2 5 1 0
1393 2 1 0 1 0
1394 2 4 5 1 0
1395 4 1 5 1 0
1396 2 2 1 1 0
1397 2 1 0 1 0
1398 2 4 5 1 0
1399 2 1 0 1 0
1400 7 7 -1 1 0
1401 1 1 1 1 0
1402 1 1 1 1 0
1403 1 1 1 1 0
1404 1 1 1 1 0
1405 4 2 5 1 0
1406 6 4 20 1 0
1407 2 2 1 1 0
1408 2 4 5 1 0
1409 7 7 -1 1 0
1410 2 2 1 1 0
1411 4 1 5 1 0
1412 2 1 0 1 0
1413 1 2 0 1 0
1414 2 3 5 1 0
1415 4 3 10 1 0
1416 4 4 20 1 0
1417 5 2 10 1 0
1418 5 3 15 1 0
1419 2 2 1 1 0
1420 1 2 0 1 0
1421 4 1 5 1 0
1422 2 4 5 1 0
1423 1 1 1 1 0
1424 4 3 10 1 0
1425 1 1 1 1 0
1426 1 2 0 1 0
1427 1 1 1 1 0
1428 1 3 5 1 0
1429 1 4 5 1 0
1430 1 1 1 1 0
1431 2 1 0 1 0
1432 1 2 0 1 0
1433 1 1 1 1 0
1434 1 2 0 1 0
1435 2 2 1 1 0
1436 2 2 1 1 0
1437 2 1 0 1 0
1438 2 2 1 1 0
1439 2 2 1 1 0
1440 4 2 5 1 0
1441 1 3 5 1 0
1442 3 2 5 1 0
1443 4 2 5 1 0
1444 1 2 0 1 0
1445 5 1 10 1 0
1446 2 1 0 1 0
1447 1 2 0 1 0
1448 5 4 15 1 0
1449 1 1 1 1 0
1450 2 1 0 1 0
1451 1 3 5 1 0
1452 1 4 5 1 0
1453 1 4 5 1 0
1454 2 3 5 1 0
1455 3 5 15 1 0
1456 1 1 1 1 0
1457 4 2 5 1 0
1458 2 2 1 1 0
1459 2 1 0 1 0
1460 6 1 15 1 0
1461 5 4 15 1 0
1462 5 1 10 1 0
1463 2 2 1 1 0
1464 2 1 0 1 0
1465 1 3 5 1 0
1466 4 4 20 1 0
1467 3 4 10 1 0
1468 2 1 0 1 0
1469 4 1 5 1 0
1470 1 1 1 1 0
1471 1 1 1 1 0
1472 2 4 5 1 0
1473 2 2 1 1 0
1474 4 2 5 1 0
1475 4 3 10 1 0
1476 3 2 5 1 0
1477 1 3 5 1 0
1478 3 4 10 1 0
1479 4 4 20 1 0
1480 6 2 15 1 0
1481 1 2 0 1 0
1482 3 3 20 1 0
1483 2 4 5 1 0
1484 4 2 5 1 0
1485 2 4 5 1 0
1486 1 2 0 1 0
1487 4 3 10 1 0
1488 4 1 5 1 0
1489 5 1 10 1 0
1490 4 1 5 1 0
1491 2 1 0 1 0
1492 2 4 5 1 0
1493 1 2 0 1 0
1494 1 2 0 1 0
1495 2 1 0 1 0
1496 4 4 20 1 0
1497 1 3 5 1 0
1498 1 1 1 1 0
1499 3 4 10 1 0
1500 1 1 1 1 0
1501 4 2 5 1 1
1502 4 2 5 1 1
1503 5 1 10 1 1
1504 1 4 5 1 1
1505 1 1 1 1 1
1506 1 1 1 1 1
1507 2 2 1 1 1
1508 1 1 1 1 1
1509 1 1 1 1 1
1510 2 2 1 1 1
1511 2 1 0 1 1
1512 2 1 0 1 1
1513 1 1 1 1 1
1514 6 6 60 1 1
1515 1 1 1 1 1
1516 3 3 20 1 1
1517 3 4 10 1 1
1518 4 4 20 1 1
1519 1 4 5 1 1
1520 2 2 1 1 1
1521 2 1 0 1 1
1522 1 2 0 1 1
1523 2 1 0 1 1
1524 2 6 15 1 1
1525 2 2 1 1 1
1526 2 3 5 1 1
1527 1 2 0 1 1
1528 2 2 1 1 1
1529 1 2 0 1 1
1530 1 2 0 1 1
1531 1 1 1 1 1
1532 3 6 20 1 1
1533 3 1 5 1 1
1534 2 4 5 1 1
1535 1 1 1 1 1
1536 2 1 0 1 1
1537 4 1 5 1 1
1538 1 2 0 1 1
1539 2 2 1 1 1
1540 2 1 0 1 1
1541 1 2 0 1 1
1542 3 4 10 1 1
1543 2 4 5 1 1
1544 2 2 1 1 1
1545 1 2 0 1 1
1546 4 1 5 1 1
1547 2 1 0 1 1
1548 1 3 5 1 1
1549 1 5 10 1 1
1550 2 4 5 1 1
1551 1 1 1 1 1
1552 2 1 0 1 1
1553 1 1 1 1 1
1554 2 4 5 1 1
1555 2 1 0 1 1
1556 4 1 5 1 1
1557 1 2 0 1 1
1558 1 4 5 1 1
1559 2 2 1 1 1
1560 2 2 1 1 1
1561 2 2 1 1 1
1562 4 1 5 1 1
1563 1 1 1 1 1
1564 1 4 5 1 1
1565 4 3 10 1 1
1566 2 1 0 1 1
1567 1 3 5 1 1
1568 2 2 1 1 1
1569 2 2 1 1 1
1570 1 1 1 1 1
1571 1 1 1 1 1
1572 2 2 1 1 1
1573 4 4 20 1 1
1574 1 1 1 1 1
1575 2 1 0 1 1
1576 4 4 20 1 1
1577 1 4 5 1 1
1578 2 2 1 1 1
1579 4 4 20 1 1
1580 1 4 5 1 1
1581 1 1 1 1 1
1582 2 4 5 1 1
1583 2 2 1 1 1
1584 3 2 5 1 1
1585 1 2 0 1 1
1586 2 1 0 1 1
1587 1 2 0 1 1
1588 2 3 5 1 1
1589 2 2 1 1 1
1590 1 1 1 1 1
1591 2 1 0 1 1
1592 4 2 5 1 1
1593 1 1 1 1 1
1594 3 1 5 1 1
1595 2 4 5 1 1
1596 2 2 1 1 1
1597 1 2 0 1 1
1598 2 2 1 1 1
1599 2 1 0 1 1
1600 3 3 20 1 1
1601 4 2 5 1 1
1602 4 2 5 1 1
1603 2 1 0 1 1
1604 3 3 20 1 1
1605 1 2 0 1 1
1606 3 2 5 1 1
1607 2 2 1 1 1
1608 2 5 10 1 1
1609 4 3 10 1 1
1610 2 1 0 1 1
1611 1 4 5 1 1
1612 1 4 5 1 1
1613 5 4 15 1 1
1614 1 1 1 1 1
1615 6 2 15 1 1
1616 1 1 1 1 1
1617 5 4 15 1 1
1618 4 1 5 1 1
1619 2 4 5 1 1
1620 2 4 5 1 1
1621 3 2 5 1 1
1622 3 1 5 1 1
1623 2 2 1 1 1
1624 2 4 5 1 1
1625 1 1 1 1 1
1626 2 1 0 1 1
1627 2 1 0 1 1
1628 2 1 0 1 1
1629 2 4 5 1 1
1630 3 2 5 1 1
1631 1 2 0 1 1
1632 2 2 1 1 1
1633 1 2 0 1 1
1634 1 3 5 1 1
1635 2 2 1 1 1
1636 4 1 5 1 1
1637 1 1 1 1 1
1638 1 4 5 1 1
1639 2 2 1 1 1
1640 4 2 5 1 1
1641 2 3 5 1 1
1642 2 2 1 1 1
1643 3 4 10 1 1
1644 1 1 1 1 1
1645 1 2 0 1 1
1646 3 4 10 1 1
1647 5 2 10 1 1
1648 1 1 1 1 1
1649 3 4 10 1 1
1650 1 4 5 1 1
1651 4 2 5 1 1
1652 3 2 5 1 1
1653 2 5 10 1 1
1654 1 1 1 1 1
1655 4 1 5 1 1
1656 3 5 15 1 1
1657 1 1 1 1 1
1658 1 1 1 1 1
1659 2 2 1 1 1
1660 1 2 0 1 1
1661 1 2 0 1 1
1662 5 1 10 1 1
1663 2 2 1 1 1
1664 3 3 20 1 1
1665 2 4 5 1 1
1666 5 2 10 1 1
1667 1 2 0 1 1
1668 1 3 5 1 1
1669 3 5 15 1 1
1670 3 1 5 1 1
1671 1 1 1 1 1
1672 1 1 1 1 1
1673 1 2 0 1 1
1674 1 4 5 1 1
1675 3 4 10 1 1
1676 2 2 1 1 1
1677 4 2 5 1 1
1678 1 4 5 1 1
1679 2 2 1 1 1
1680 2 2 1 1 1
1681 2 2 1 1 1
1682 1 2 0 1 1
1683 1 5 10 1 1
1684 4 4 20 1 1
1685 2 1 0 1 1
1686 3 2 5 1 1
1687 2 2 1 1 1
1688 5 2 10 1 1
1689 2 2 1 1 1
1690 2 2 1 1 1
1691 3 4 10 1 1
1692 2 2 1 1 1
1693 1 2 0 1 1
1694 1 4 5 1 1
1695 4 1 5 1 1
1696 2 4 5 1 1
1697 2 1 0 1 1
1698 2 5 10 1 1
1699 2 2 1 1 1
1700 2 3 5 1 1
1701 1 2 0 1 1
1702 4 4 20 1 1
1703 1 4 5 1 1
1704 4 1 5 1 1
1705 4 1 5 1 1
1706 4 1 5 1 1
1707 3 4 10 1 1
1708 4 2 5 1 1
1709 2 2 1 1 1
1710 2 4 5 1 1
1711 1 3 5 1 1
1712 2 1 0 1 1
1713 2 1 0 1 1
1714 4 4 20 1 1
1715 2 4 5 1 1
1716 4 3 10 1 1
1717 1 1 1 1 1
1718 1 1 1 1 1
1719 2 2 1 1 1
1720 4 2 5 1 1
1721 4 4 20 1 1
1722 4 2 5 1 1
1723 2 4 5 1 1
1724 1 2 0 1 1
1725 4 4 20 1 1
1726 4 3 10 1 1
1727 1 1 1 1 1
1728 4 2 5 1 1
1729 3 4 10 1 1
1730 1 1 1 1 1
1731 1 2 0 1 1
1732 4 2 5 1 1
1733 1 4 5 1 1
1734 2 4 5 1 1
1735 2 4 5 1 1
1736 2 4 5 1 1
1737 2 2 1 1 1
1738 2 2 1 1 1
1739 1 4 5 1 1
1740 1 1 1 1 1
1741 1 3 5 1 1
1742 2 2 1 1 1
1743 3 3 20 1 1
1744 2 2 1 1 1
1745 1 2 0 1 1
1746 3 2 5 1 1
1747 1 2 0 1 1
1748 1 4 5 1 1
1749 1 2 0 1 1
1750 2 2 1 1 1
1751 2 1 0 1 1
1752 1 3 5 1 1
1753 2 4 5 1 1
1754 5 1 10 1 1
1755 1 2 0 1 1
1756 4 3 10 1 1
1757 2 5 10 1 1
1758 1 4 5 1 1
1759 2 1 0 1 1
1760 4 5 15 1 1
1761 1 4 5 1 1
1762 1 4 5 1 1
1763 4 1 5 1 1
1764 1 3 5 1 1
1765 1 2 0 1 1
1766 2 2 1 1 1
1767 4 2 5 1 1
1768 2 3 5 1 1
1769 2 2 1 1 1
1770 1 2 0 1 1
1771 1 4 5 1 1
1772 4 1 5 1 1
1773 3 2 5 1 1
1774 5 1 10 1 1
1775 2 1 0 1 1
1776 2 4 5 1 1
1777 1 2 0 1 1
1778 4 4 20 1 1
1779 1 1 1 1 1
1780 1 2 0 1 1
1781 4 3 10 1 1
1782 1 5 10 1 1
1783 1 1 1 1 1
1784 1 1 1 1 1
1785 4 4 20 1 1
1786 3 2 5 1 1
1787 1 2 0 1 1
1788 2 4 5 1 1
1789 1 2 0 1 1
1790 3 4 10 1 1
1791 1 4 5 1 1
1792 2 1 0 1 1
1793 4 4 20 1 1
1794 2 4 5 1 1
1795 1 2 0 1 1
1796 4 1 5 1 1
1797 3 4 10 1 1
1798 2 2 1 1 1
1799 4 4 20 1 1
1800 2 1 0 1 1
1801 2 2 1 1 1
1802 5 1 10 1 1
1803 5 1 10 1 1
1804 1 4 5 1 1
1805 2 1 0 1 1
1806 4 3 10 1 1
1807 2 1 0 1 1
1808 1 1 1 1 1
1809 2 3 5 1 1
1810 2 1 0 1 1
1811 1 2 0 1 1
1812 4 2 5 1 1
1813 4 3 10 1 1
1814 3 1 5 1 1
1815 4 2 5 1 1
1816 3 2 5 1 1
1817 1 1 1 1 1
1818 3 1 5 1 1
1819 1 3 5 1 1
1820 2 2 1 1 1
1821 2 2 1 1 1
1822 3 1 5 1 1
1823 2 1 0 1 1
1824 1 4 5 1 1
1825 1 1 1 1 1
1826 1 1 1 1 1
1827 2 1 0 1 1
1828 1 1 1 1 1
1829 2 2 1 1 1
1830 4 3 10 1 1
1831 2 1 0 1 1
1832 2 1 0 1 1
1833 1 1 1 1 1
1834 2 3 5 1 1
1835 2 5 10 1 1
1836 6 2 15 1 1
1837 4 4 20 1 1
1838 2 3 5 1 1
1839 2 1 0 1 1
1840 2 2 1 1 1
1841 1 4 5 1 1
1842 4 4 20 1 1
1843 3 1 5 1 1
1844 1 1 1 1 1
1845 3 2 5 1 1
1846 3 1 5 1 1
1847 1 2 0 1 1
1848 2 4 5 1 1
1849 2 1 0 1 1
1850 1 4 5 1 1
1851 5 2 10 1 1
1852 1 2 0 1 1
1853 1 4 5 1 1
1854 5 1 10 1 1
1855 1 1 1 1 1
1856 3 5 15 1 1
1857 2 1 0 1 1
1858 1 2 0 1 1
1859 3 2 5 1 1
1860 1 2 0 1 1
1861 2 2 1 1 1
1862 4 2 5 1 1
1863 1 1 1 1 1
1864 1 1 1 1 1
1865 2 4 5 1 1
1866 1 1 1 1 1
1867 4 5 15 1 1
1868 2 1 0 1 1
1869 4 1 5 1 1
1870 2 4 5 1 1
1871 1 2 0 1 1
1872 1 3 5 1 1
1873 4 4 20 1 1
1874 2 2 1 1 1
1875 3 2 5 1 1
1876 4 1 5 1 1
1877 2 1 0 1 1
1878 4 2 5 1 1
1879 1 4 5 1 1
1880 4 2 5 1 1
1881 4 1 5 1 1
1882 2 4 5 1 1
1883 3 2 5 1 1
1884 3 2 5 1 1
1885 3 4 10 1 1
1886 5 2 10 1 1
1887 2 2 1 1 1
1888 2 4 5 1 1
1889 1 1 1 1 1
1890 4 3 10 1 1
1891 2 3 5 1 1
1892 4 4 20 1 1
1893 4 3 10 1 1
1894 2 1 0 1 1
1895 4 2 5 1 1
1896 1 2 0 1 1
1897 2 1 0 1 1
1898 2 3 5 1 1
1899 2 2 1 1 1
1900 3 2 5 1 1
1901 1 2 0 1 1
1902 2 4 5 1 1
1903 1 3 5 1 1
1904 1 2 0 1 1
1905 3 1 5 1 1
1906 4 1 5 1 1
1907 4 2 5 1 1
1908 3 4 10 1 1
1909 2 2 1 1 1
1910 2 2 1 1 1
1911 1 2 0 1 1
1912 1 2 0 1 1
1913 2 1 0 1 1
1914 4 4 20 1 1
1915 1 1 1 1 1
1916 1 2 0 1 1
1917 4 2 5 1 1
1918 1 3 5 1 1
1919 1 2 0 1 1
1920 4 2 5 1 1
1921 1 2 0 1 1
1922 7 7 -1 1 1
1923 1 2 0 1 1
1924 4 2 5 1 1
1925 2 3 5 1 1
1926 2 3 5 1 1
1927 3 4 10 1 1
1928 1 2 0 1 1
1929 4 5 15 1 1
1930 1 2 0 1 1
1931 2 2 1 1 1
1932 2 1 0 1 1
1933 2 3 5 1 1
1934 2 2 1 1 1
1935 2 2 1 1 1
1936 2 4 5 1 1
1937 6 1 15 1 1
1938 5 4 15 1 1
1939 2 4 5 1 1
1940 4 2 5 1 1
1941 2 3 5 1 1
1942 1 3 5 1 1
1943 4 2 5 1 1
1944 2 2 1 1 1
1945 1 4 5 1 1
1946 2 1 0 1 1
1947 1 1 1 1 1
1948 2 3 5 1 1
1949 1 1 1 1 1
1950 4 4 20 1 1
1951 1 2 0 1 1
1952 1 1 1 1 1
1953 2 2 1 1 1
1954 1 2 0 1 1
1955 3 2 5 1 1
1956 1 1 1 1 1
1957 1 2 0 1 1
1958 1 1 1 1 1
1959 1 3 5 1 1
1960 5 2 10 1 1
1961 1 5 10 1 1
1962 3 2 5 1 1
1963 1 2 0 1 1
1964 3 2 5 1 1
1965 4 4 20 1 1
1966 4 1 5 1 1
1967 1 2 0 1 1
1968 1 1 1 1 1
1969 4 4 20 1 1
1970 1 1 1 1 1
1971 2 1 0 1 1
1972 1 3 5 1 1
1973 1 2 0 1 1
1974 1 4 5 1 1
1975 2 1 0 1 1
1976 2 4 5 1 1
1977 3 2 5 1 1
1978 4 2 5 1 1
1979 4 3 10 1 1
1980 3 5 15 1 1
1981 2 1 0 1 1
1982 1 2 0 1 1
1983 1 4 5 1 1
1984 1 2 0 1 1
1985 3 4 10 1 1
1986 3 4 10 1 1
1987 2 2 1 1 1
1988 1 1 1 1 1
1989 2 1 0 1 1
1990 1 4 5 1 1
1991 1 2 0 1 1
1992 1 3 5 1 1
1993 1 2 0 1 1
1994 3 2 5 1 1
1995 1 2 0 1 1
1996 2 3 5 1 1
1997 1 1 1 1 1
1998 1 4 5 1 1
1999 1 2 0 1 1
2000 4 1 5 1 1
2001 4 4 20 1 1
2002 2 1 0 1 1
2003 1 2 0 1 1
2004 2 1 0 1 1
2005 2 4 5 1 1
2006 1 2 0 1 1
2007 2 1 0 1 1
2008 1 2 0 1 1
2009 3 1 5 1 1
2010 1 3 5 1 1
2011 1 2 0 1 1
2012 2 2 1 1 1
2013 2 2 1 1 1
2014 2 4 5 1 1
2015 2 1 0 1 1
2016 1 1 1 1 1
2017 3 2 5 1 1
2018 2 3 5 1 1
2019 1 2 0 1 1
2020 1 2 0 1 1
2021 4 1 5 1 1
2022 2 1 0 1 1
2023 3 3 20 1 1
2024 4 2 5 1 1
2025 4 3 10 1 1
2026 4 2 5 1 1
2027 1 1 1 1 1
2028 1 1 1 1 1
2029 4 4 20 1 1
2030 1 4 5 1 1
2031 1 2 0 1 1
2032 2 2 1 1 1
2033 4 4 20 1 1
2034 2 2 1 1 1
2035 3 1 5 1 1
2036 1 1 1 1 1
2037 1 4 5 1 1
2038 2 4 5 1 1
2039 4 4 20 1 1
2040 1 2 0 1 1
2041 1 3 5 1 1
2042 4 4 20 1 1
2043 1 1 1 1 1
2044 1 2 0 1 1
2045 4 2 5 1 1
2046 4 2 5 1 1
2047 3 4 10 1 1
2048 2 4 5 1 1
2049 1 1 1 1 1
2050 2 1 0 1 1
2051 4 2 5 1 1
2052 2 1 0 1 1
2053 2 4 5 1 1
2054 2 4 5 1 1
2055 1 3 5 1 1
2056 4 3 10 1 1
2057 1 4 5 1 1
2058 2 2 1 1 1
2059 2 2 1 1 1
2060 1 1 1 1 1
2061 2 3 5 1 1
2062 1 1 1 1 1
2063 5 1 10 1 1
2064 2 1 0 1 1
2065 1 1 1 1 1
2066 4 4 20 1 1
2067 1 2 0 1 1
2068 2 1 0 1 1
2069 1 4 5 1 1
2070 2 1 0 1 1
2071 2 1 0 1 1
2072 2 4 5 1 1
2073 2 2 1 1 1
2074 4 2 5 1 1
2075 2 2 1 1 1
2076 3 5 15 1 1
2077 1 1 1 1 1
2078 1 4 5 1 1
2079 3 1 5 1 1
2080 5 2 10 1 1
2081 2 1 0 1 1
2082 1 2 0 1 1
2083 1 1 1 1 1
2084 1 2 0 1 1
2085 2 6 15 1 1
2086 3 4 10 1 1
2087 1 4 5 1 1
2088 2 4 5 1 1
2089 4 4 20 1 1
2090 3 4 10 1 1
2091 1 2 0 1 1
2092 1 2 0 1 1
2093 2 1 0 1 1
2094 1 1 1 1 1
2095 1 4 5 1 1
2096 1 4 5 1 1
2097 1 1 1 1 1
2098 5 1 10 1 1
2099 1 1 1 1 1
2100 4 2 5 1 1
2101 3 2 5 1 1
2102 4 4 20 1 1
2103 1 1 1 1 1
2104 1 1 1 1 1
2105 2 3 5 1 1
2106 2 4 5 1 1
2107 3 2 5 1 1
2108 1 1 1 1 1
2109 2 4 5 1 1
2110 4 4 20 1 1
2111 3 4 10 1 1
2112 2 1 0 1 1
2113 2 1 0 1 1
2114 1 2 0 1 1
2115 1 2 0 1 1
2116 2 1 0 1 1
2117 2 2 1 1 1
2118 4 2 5 1 1
2119 1 5 10 1 1
2120 3 2 5 1 1
2121 1 1 1 1 1
2122 1 2 0 1 1
2123 4 1 5 1 1
2124 1 1 1 1 1
2125 4 2 5 1 1
2126 2 2 1 1 1
2127 1 1 1 1 1
2128 2 1 0 1 1
2129 3 2 5 1 1
2130 2 2 1 1 1
2131 2 3 5 1 1
2132 5 1 10 1 1
2133 2 3 5 1 1
2134 3 2 5 1 1
2135 2 2 1 1 1
2136 4 1 5 1 1
2137 4 4 20 1 1
2138 2 2 1 1 1
2139 1 1 1 1 1
2140 1 6 15 1 1
2141 2 1 0 1 1
2142 2 2 1 1 1
2143 4 1 5 1 1
2144 1 4 5 1 1
2145 2 2 1 1 1
2146 2 4 5 1 1
2147 3 1 5 1 1
2148 2 1 0 1 1
2149 1 2 0 1 1
2150 2 1 0 1 1
2151 4 2 5 1 1
2152 1 2 0 1 1
2153 2 3 5 1 1
2154 3 2 5 1 1
2155 5 2 10 1 1
2156 2 2 1 1 1
2157 2 1 0 1 1
2158 2 2 1 1 1
2159 2 1 0 1 1
2160 1 2 0 1 1
2161 4 1 5 1 1
2162 3 1 5 1 1
2163 2 2 1 1 1
2164 2 4 5 1 1
2165 1 1 1 1 1
2166 4 2 5 1 1
2167 5 4 15 1 1
2168 2 1 0 1 1
2169 1 2 0 1 1
2170 3 1 5 1 1
2171 1 4 5 1 1
2172 1 2 0 1 1
2173 1 2 0 1 1
2174 2 1 0 1 1
2175 1 4 5 1 1
2176 4 2 5 1 1
2177 4 1 5 1 1
2178 4 2 5 1 1
2179 4 3 10 1 1
2180 4 1 5 1 1
2181 2 2 1 1 1
2182 2 2 1 1 1
2183 1 4 5 1 1
2184 1 1 1 1 1
2185 3 4 10 1 1
2186 1 3 5 1 1
2187 3 1 5 1 1
2188 1 1 1 1 1
2189 3 2 5 1 1
2190 1 4 5 1 1
2191 3 2 5 1 1
2192 2 3 5 1 1
2193 4 2 5 1 1
2194 4 1 5 1 1
2195 3 1 5 1 1
2196 1 1 1 1 1
2197 4 4 20 1 1
2198 2 1 0 1 1
2199 1 1 1 1 1
2200 2 4 5 1 1
2201 3 2 5 1 1
2202 1 3 5 1 1
2203 2 2 1 1 1
2204 1 4 5 1 1
2205 5 4 15 1 1
2206 2 2 1 1 1
2207 2 4 5 1 1
2208 2 5 10 1 1
2209 4 3 10 1 1
2210 2 2 1 1 1
2211 1 1 1 1 1
2212 1 2 0 1 1
2213 2 1 0 1 1
2214 2 1 0 1 1
2215 4 2 5 1 1
2216 1 1 1 1 1
2217 2 1 0 1 1
2218 2 2 1 1 1
2219 1 5 10 1 1
2220 2 1 0 1 1
2221 4 2 5 1 1
2222 4 4 20 1 1
2223 4 3 10 1 1
2224 3 4 10 1 1
2225 1 4 5 1 1
2226 4 4 20 1 1
2227 6 2 15 1 1
